"","id","Title","Artist","Peak","Date.Entered","Successful","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"129","1UmI1kV6HpC56GtcMtV22b","Clubbin","Marques Houston","39","9/6/03","0","0.575","0.496","4","-6.716","0","0.164","0.0945","0","0.0891","0.279","103.49","audio_features","spotify:track:1UmI1kV6HpC56GtcMtV22b","https://api.spotify.com/v1/tracks/1UmI1kV6HpC56GtcMtV22b","https://api.spotify.com/v1/audio-analysis/1UmI1kV6HpC56GtcMtV22b","244227","3"
"130","1VdHooAMVaGXPSty8pifv9","Honky Tonk Badonkadonk","Trace Adkins","30","11/5/05","0","0.536","0.943","11","-5.317","0","0.108","0.399","0","0.225","0.634","123.759","audio_features","spotify:track:1VdHooAMVaGXPSty8pifv9","https://api.spotify.com/v1/tracks/1VdHooAMVaGXPSty8pifv9","https://api.spotify.com/v1/audio-analysis/1VdHooAMVaGXPSty8pifv9","240093","4"
"131","1WcQ6epJR20iJtLeXpLfeP","No Better Love","Young Gunz","36","1/31/04","0","0.647","0.891","1","-3.065","1","0.272","0.215","0","0.212","0.523","91.111","audio_features","spotify:track:1WcQ6epJR20iJtLeXpLfeP","https://api.spotify.com/v1/tracks/1WcQ6epJR20iJtLeXpLfeP","https://api.spotify.com/v1/audio-analysis/1WcQ6epJR20iJtLeXpLfeP","235907","4"
"132","1X1KDnhTnb28tpJlgOV3lD","Promise","Jagged Edge","9","12/23/00","1","0.751","0.568","5","-5.431","0","0.0872","0.136","0","0.0288","0.631","128.002","audio_features","spotify:track:1X1KDnhTnb28tpJlgOV3lD","https://api.spotify.com/v1/tracks/1X1KDnhTnb28tpJlgOV3lD","https://api.spotify.com/v1/audio-analysis/1X1KDnhTnb28tpJlgOV3lD","246720","4"
"133","1XBlzIEr1bokhNOAFgBL6S","I Believe","Diamond Rio","31","3/22/03","0","0.332","0.232","10","-10.737","1","0.0343","0.687","0","0.107","0.167","122.096","audio_features","spotify:track:1XBlzIEr1bokhNOAFgBL6S","https://api.spotify.com/v1/tracks/1XBlzIEr1bokhNOAFgBL6S","https://api.spotify.com/v1/audio-analysis/1XBlzIEr1bokhNOAFgBL6S","236747","4"
"134","1xE7osYAtzz1PvLoVdOp5E","Change Clothes","Jay-Z","10","11/15/03","1","0.88","0.634","10","-4.001","1","0.057","0.0491","0","0.0613","0.335","104.038","audio_features","spotify:track:1xE7osYAtzz1PvLoVdOp5E","https://api.spotify.com/v1/tracks/1xE7osYAtzz1PvLoVdOp5E","https://api.spotify.com/v1/audio-analysis/1xE7osYAtzz1PvLoVdOp5E","258427","4"
"135","1YhiWWFrbdd3kAVhSYDhZ7","American Life","Madonna","37","4/5/03","0","0.787","0.583","11","-7.16","0","0.176","0.0438","0","0.282","0.713","101.96","audio_features","spotify:track:1YhiWWFrbdd3kAVhSYDhZ7","https://api.spotify.com/v1/tracks/1YhiWWFrbdd3kAVhSYDhZ7","https://api.spotify.com/v1/audio-analysis/1YhiWWFrbdd3kAVhSYDhZ7","297840","4"
"136","1YI0uK36eupTmw9F8kHysr","Sunday Morning","Maroon5","31","1/8/05","0","0.594","0.784","0","-5.237","1","0.0575","0.0752","0","0.0704","0.814","88.11","audio_features","spotify:track:1YI0uK36eupTmw9F8kHysr","https://api.spotify.com/v1/tracks/1YI0uK36eupTmw9F8kHysr","https://api.spotify.com/v1/audio-analysis/1YI0uK36eupTmw9F8kHysr","244867","4"
"137","1yKu2MhpwzDXXH2tzG6xoa","Beverly Hills","Weezer","10","4/16/05","1","0.542","0.819","5","-3.735","1","0.161","0.107","0","0.187","0.718","175.711","audio_features","spotify:track:1yKu2MhpwzDXXH2tzG6xoa","https://api.spotify.com/v1/tracks/1yKu2MhpwzDXXH2tzG6xoa","https://api.spotify.com/v1/audio-analysis/1yKu2MhpwzDXXH2tzG6xoa","196093","4"
"138","1z35crfs2inLHpArGKuHFd","All Or Nothing","O-Town","3","6/9/01","1","0.644","0.473","0","-5.201","1","0.0282","0.205","0","0.183","0.25","126.925","audio_features","spotify:track:1z35crfs2inLHpArGKuHFd","https://api.spotify.com/v1/tracks/1z35crfs2inLHpArGKuHFd","https://api.spotify.com/v1/audio-analysis/1z35crfs2inLHpArGKuHFd","281427","4"
"139","1zmvaeDthBdtthb4RgYr9a","Born To Fly","Sara Evans","34","10/21/00","0","0.612","0.663","1","-9.314","1","0.035","0.0093","0.0152","0.0637","0.554","100.178","audio_features","spotify:track:1zmvaeDthBdtthb4RgYr9a","https://api.spotify.com/v1/tracks/1zmvaeDthBdtthb4RgYr9a","https://api.spotify.com/v1/audio-analysis/1zmvaeDthBdtthb4RgYr9a","336360","4"
"140","1ZozJfi8u9cO2Ob8KwiwNT","Higher","Creed","7","9/11/99","1","0.454","0.826","2","-6.302","1","0.0352","0","2e-04","0.225","0.458","155.84","audio_features","spotify:track:1ZozJfi8u9cO2Ob8KwiwNT","https://api.spotify.com/v1/tracks/1ZozJfi8u9cO2Ob8KwiwNT","https://api.spotify.com/v1/audio-analysis/1ZozJfi8u9cO2Ob8KwiwNT","316733","4"
"141","20dc1jFEG3azMMyvpHj8La","Wrapped Around","Brad Paisley","35","11/17/01","0","0.616","0.758","9","-8.43","1","0.0434","0.093","0","0.132","0.465","141.495","audio_features","spotify:track:20dc1jFEG3azMMyvpHj8La","https://api.spotify.com/v1/tracks/20dc1jFEG3azMMyvpHj8La","https://api.spotify.com/v1/audio-analysis/20dc1jFEG3azMMyvpHj8La","202933","3"
"142","23oxJmDc1V9uLUSmN2LIvx","Ocean Avenue","Yellowcard","37","5/15/04","0","0.486","0.904","6","-3.751","0","0.0638","0","0","0.0947","0.763","173.734","audio_features","spotify:track:23oxJmDc1V9uLUSmN2LIvx","https://api.spotify.com/v1/tracks/23oxJmDc1V9uLUSmN2LIvx","https://api.spotify.com/v1/audio-analysis/23oxJmDc1V9uLUSmN2LIvx","198267","4"
"143","24Gxm7Eh7tO83E26LG0CsY","Hero","Enrique Iglesias","3","9/29/01","1","0.567","0.65","7","-5.478","1","0.0447","0.135","0","0.11","0.151","76.036","audio_features","spotify:track:24Gxm7Eh7tO83E26LG0CsY","https://api.spotify.com/v1/tracks/24Gxm7Eh7tO83E26LG0CsY","https://api.spotify.com/v1/audio-analysis/24Gxm7Eh7tO83E26LG0CsY","264600","4"
"144","25ry9EyyRsp1dDctlAclin","Inside Your Heaven","Carrie Underwood","1","7/2/05","1","0.38","0.596","7","-3.469","1","0.0315","0.123","1.46e-06","0.132","0.156","134.443","audio_features","spotify:track:25ry9EyyRsp1dDctlAclin","https://api.spotify.com/v1/tracks/25ry9EyyRsp1dDctlAclin","https://api.spotify.com/v1/audio-analysis/25ry9EyyRsp1dDctlAclin","243267","4"
"145","27cXevtj5VflsCUAZwr9eI","Music","Madonna","1","8/12/00","1","0.738","0.852","7","-6.13","1","0.0766","0.0015","0.0895","0.178","0.841","119.735","audio_features","spotify:track:27cXevtj5VflsCUAZwr9eI","https://api.spotify.com/v1/tracks/27cXevtj5VflsCUAZwr9eI","https://api.spotify.com/v1/audio-analysis/27cXevtj5VflsCUAZwr9eI","225813","4"
"146","28CnmZkM5CFp0ObTRQJeCw","I Should Be Sleeping","Emerson Drive","35","3/16/02","0","0.496","0.895","8","-4.027","1","0.147","0.205","0","0.0626","0.671","164.363","audio_features","spotify:track:28CnmZkM5CFp0ObTRQJeCw","https://api.spotify.com/v1/tracks/28CnmZkM5CFp0ObTRQJeCw","https://api.spotify.com/v1/audio-analysis/28CnmZkM5CFp0ObTRQJeCw","177000","4"
"147","28mv40MzspRZn0PBcO2itT","Act A Fool","Ludacris","32","6/7/03","0","0.568","0.904","0","-2.497","1","0.349","0.221","0","0.22","0.792","109.331","audio_features","spotify:track:28mv40MzspRZn0PBcO2itT","https://api.spotify.com/v1/tracks/28mv40MzspRZn0PBcO2itT","https://api.spotify.com/v1/audio-analysis/28mv40MzspRZn0PBcO2itT","270733","5"
"148","2aBEchhqPDgnvjPhCgzHSx","Call Me","Tweet","31","6/1/02","0","0.552","0.706","1","-8.117","0","0.363","0.484","1e-04","0.074","0.74","167.468","audio_features","spotify:track:2aBEchhqPDgnvjPhCgzHSx","https://api.spotify.com/v1/tracks/2aBEchhqPDgnvjPhCgzHSx","https://api.spotify.com/v1/audio-analysis/2aBEchhqPDgnvjPhCgzHSx","177373","4"
"149","2Aebl2cIDLjPUvOJPH8xyH","Just Like A Pill","Pink","8","7/6/02","1","0.686","0.782","9","-4.653","1","0.0277","1e-04","0","0.0961","0.256","101.986","audio_features","spotify:track:2Aebl2cIDLjPUvOJPH8xyH","https://api.spotify.com/v1/tracks/2Aebl2cIDLjPUvOJPH8xyH","https://api.spotify.com/v1/audio-analysis/2Aebl2cIDLjPUvOJPH8xyH","237040","4"
"150","2ajhenDRiiAnCHHjsIOHhJ","Laffy Taffy","D4L","1","10/1/05","1","0.891","0.439","7","-7.994","0","0.428","0.0351","0","0.0932","0.606","77.499","audio_features","spotify:track:2ajhenDRiiAnCHHjsIOHhJ","https://api.spotify.com/v1/tracks/2ajhenDRiiAnCHHjsIOHhJ","https://api.spotify.com/v1/audio-analysis/2ajhenDRiiAnCHHjsIOHhJ","224253","4"
"151","2AsTgVcWojYwQAvzgacYWy","Did My Time","Korn","38","8/9/03","0","0.546","0.864","1","-3.893","1","0.0475","1e-04","0.0022","0.304","0.256","93.022","audio_features","spotify:track:2AsTgVcWojYwQAvzgacYWy","https://api.spotify.com/v1/tracks/2AsTgVcWojYwQAvzgacYWy","https://api.spotify.com/v1/audio-analysis/2AsTgVcWojYwQAvzgacYWy","244493","4"
"152","2AW37v0bDyuOzGP3XnmFuA","It's Gonna Be Me","N'Sync","1","5/6/00","1","0.636","0.873","0","-4.672","0","0.071","0.0407","1.27e-06","0.0372","0.913","165.071","audio_features","spotify:track:2AW37v0bDyuOzGP3XnmFuA","https://api.spotify.com/v1/tracks/2AW37v0bDyuOzGP3XnmFuA","https://api.spotify.com/v1/audio-analysis/2AW37v0bDyuOzGP3XnmFuA","192427","4"
"153","2bmxx16hNi3W5FGzfFO9xX","Switch","Will Smith","7","3/5/05","1","0.88","0.881","1","-5.143","1","0.191","0.008","1e-04","0.597","0.513","102.517","audio_features","spotify:track:2bmxx16hNi3W5FGzfFO9xX","https://api.spotify.com/v1/tracks/2bmxx16hNi3W5FGzfFO9xX","https://api.spotify.com/v1/audio-analysis/2bmxx16hNi3W5FGzfFO9xX","196653","4"
"154","2bVFvGBU2ihWJgMRPcav5r","Fall Into Me","Emerson Drive","34","11/16/02","0","0.496","0.822","2","-4.899","1","0.034","0.219","0","0.361","0.6","97.01","audio_features","spotify:track:2bVFvGBU2ihWJgMRPcav5r","https://api.spotify.com/v1/tracks/2bVFvGBU2ihWJgMRPcav5r","https://api.spotify.com/v1/audio-analysis/2bVFvGBU2ihWJgMRPcav5r","168867","4"
"155","2bvwaRaRVF3inbXIig555h","Disco Inferno","50 Cent","3","12/11/04","1","0.921","0.659","2","-4.852","0","0.25","0.26","1e-04","0.216","0.679","97.055","audio_features","spotify:track:2bvwaRaRVF3inbXIig555h","https://api.spotify.com/v1/tracks/2bvwaRaRVF3inbXIig555h","https://api.spotify.com/v1/audio-analysis/2bvwaRaRVF3inbXIig555h","214227","4"
"156","2CJM5raqQj210HjZqRzVdo","Go On","George Strait","40","8/26/00","0","0.702","0.556","8","-8.011","1","0.0237","0.457","0.0146","0.248","0.457","104.525","audio_features","spotify:track:2CJM5raqQj210HjZqRzVdo","https://api.spotify.com/v1/tracks/2CJM5raqQj210HjZqRzVdo","https://api.spotify.com/v1/audio-analysis/2CJM5raqQj210HjZqRzVdo","228333","4"
"157","2CtCwQhY0ZLvr8L2l8Bo6e","Stand Up","Ludacris","1","9/6/03","1","0.745","0.841","6","-4.774","1","0.357","0.358","0","0.111","0.783","97.909","audio_features","spotify:track:2CtCwQhY0ZLvr8L2l8Bo6e","https://api.spotify.com/v1/tracks/2CtCwQhY0ZLvr8L2l8Bo6e","https://api.spotify.com/v1/audio-analysis/2CtCwQhY0ZLvr8L2l8Bo6e","213760","4"
"158","2CWYATyxjd8tOsXdyuRWUv","Better Days","Goo Goo Dolls","36","10/8/05","0","0.486","0.592","7","-5.176","1","0.0298","0.0017","0.0011","0.0935","0.304","113.228","audio_features","spotify:track:2CWYATyxjd8tOsXdyuRWUv","https://api.spotify.com/v1/tracks/2CWYATyxjd8tOsXdyuRWUv","https://api.spotify.com/v1/audio-analysis/2CWYATyxjd8tOsXdyuRWUv","213267","4"
"159","2cxbxpHrND6i4uvUGVvC9J","Just A Friend","Mario","4","5/25/02","1","0.538","0.677","0","-6.099","1","0.187","0.0054","0","0.236","0.919","132.346","audio_features","spotify:track:2cxbxpHrND6i4uvUGVvC9J","https://api.spotify.com/v1/tracks/2cxbxpHrND6i4uvUGVvC9J","https://api.spotify.com/v1/audio-analysis/2cxbxpHrND6i4uvUGVvC9J","214200","5"
"160","2cYZpcIV39X48RnOFM7w2V","All Falls Down","Kanye West","7","3/13/04","1","0.643","0.717","8","-4.876","0","0.506","0.184","0","0.152","0.455","90.893","audio_features","spotify:track:2cYZpcIV39X48RnOFM7w2V","https://api.spotify.com/v1/tracks/2cYZpcIV39X48RnOFM7w2V","https://api.spotify.com/v1/audio-analysis/2cYZpcIV39X48RnOFM7w2V","223507","4"
"161","2CZi8d774dBB0wiuWMIpr8","Miss Independent","Kelly Clarkson","9","5/17/03","1","0.655","0.623","11","-6.302","0","0.116","0.0861","3e-04","0.0652","0.619","175.973","audio_features","spotify:track:2CZi8d774dBB0wiuWMIpr8","https://api.spotify.com/v1/tracks/2CZi8d774dBB0wiuWMIpr8","https://api.spotify.com/v1/audio-analysis/2CZi8d774dBB0wiuWMIpr8","214787","4"
"162","2DRcaAO76feWOoWCWP1cPp","Unbreakable","Alicia Keys","34","10/1/05","0","0.504","0.429","8","-12.735","0","0.232","0.0145","0.0015","0.628","0.326","83.711","audio_features","spotify:track:2DRcaAO76feWOoWCWP1cPp","https://api.spotify.com/v1/tracks/2DRcaAO76feWOoWCWP1cPp","https://api.spotify.com/v1/audio-analysis/2DRcaAO76feWOoWCWP1cPp","274000","4"
"163","2eOuL8KesslTLQERQPu11D","Bad Boy For Life","P. Diddy","33","7/28/01","0","0.669","0.829","1","-3.801","1","0.49","0.179","0","0.241","0.614","118.934","audio_features","spotify:track:2eOuL8KesslTLQERQPu11D","https://api.spotify.com/v1/tracks/2eOuL8KesslTLQERQPu11D","https://api.spotify.com/v1/audio-analysis/2eOuL8KesslTLQERQPu11D","253067","4"
"164","2eSJflipjhSKLExuSwuFrO","What's Luv?","Fat Joe","2","2/16/02","1","0.829","0.688","8","-7.652","1","0.0978","0.0142","2.05e-06","0.0461","0.858","93.857","audio_features","spotify:track:2eSJflipjhSKLExuSwuFrO","https://api.spotify.com/v1/tracks/2eSJflipjhSKLExuSwuFrO","https://api.spotify.com/v1/audio-analysis/2eSJflipjhSKLExuSwuFrO","230400","4"
"165","2f5N826udWfjT9iomeaBJt","If You're Gone","matchbox twenty","5","10/21/00","1","0.544","0.659","9","-7.191","1","0.0298","0.427","1.33e-06","0.126","0.356","109.933","audio_features","spotify:track:2f5N826udWfjT9iomeaBJt","https://api.spotify.com/v1/tracks/2f5N826udWfjT9iomeaBJt","https://api.spotify.com/v1/audio-analysis/2f5N826udWfjT9iomeaBJt","274933","4"
"166","2fOxxLz9JVe53itq6pfBak","It's My Life","No Doubt","10","11/1/03","1","0.597","0.762","11","-4.431","1","0.0302","0.0037","0.0012","0.325","0.8","126.325","audio_features","spotify:track:2fOxxLz9JVe53itq6pfBak","https://api.spotify.com/v1/tracks/2fOxxLz9JVe53itq6pfBak","https://api.spotify.com/v1/audio-analysis/2fOxxLz9JVe53itq6pfBak","225867","4"
"167","2Fsg9at6oxnR7h6PhNcOmE","What About Now","Lonestar","30","6/10/00","0","0.739","0.688","4","-5.581","1","0.0349","0.498","0","0.17","0.77","126.998","audio_features","spotify:track:2Fsg9at6oxnR7h6PhNcOmE","https://api.spotify.com/v1/tracks/2Fsg9at6oxnR7h6PhNcOmE","https://api.spotify.com/v1/audio-analysis/2Fsg9at6oxnR7h6PhNcOmE","211253","4"
"168","2GtFOkArU10Lr11BbVKl28","Step In The Name Of Love","R. Kelly","9","8/23/03","1","0.744","0.617","4","-5.032","1","0.0663","0.266","0","0.324","0.781","94.999","audio_features","spotify:track:2GtFOkArU10Lr11BbVKl28","https://api.spotify.com/v1/tracks/2GtFOkArU10Lr11BbVKl28","https://api.spotify.com/v1/audio-analysis/2GtFOkArU10Lr11BbVKl28","308293","4"
"169","2hKdd3qO7cWr2Jo0Bcs0MA","Drops Of Jupiter","Train","5","3/17/01","1","0.468","0.64","0","-5.862","1","0.0275","0.154","0","0.154","0.506","79.297","audio_features","spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA","https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA","https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA","259933","4"
"170","2hQU8LNZFUcXLUwqeABX3K","Don't Forget About Us","Mariah Carey","1","10/22/05","1","0.701","0.542","10","-6.893","0","0.0374","0.0536","0","0.101","0.403","143.595","audio_features","spotify:track:2hQU8LNZFUcXLUwqeABX3K","https://api.spotify.com/v1/tracks/2hQU8LNZFUcXLUwqeABX3K","https://api.spotify.com/v1/audio-analysis/2hQU8LNZFUcXLUwqeABX3K","233867","4"
"171","2iclfHORMqpR3TxuhwVRhD","Mesmerize","Ja Rule","2","12/28/02","1","0.762","0.641","1","-6.784","1","0.209","0.0554","0","0.454","0.374","90.089","audio_features","spotify:track:2iclfHORMqpR3TxuhwVRhD","https://api.spotify.com/v1/tracks/2iclfHORMqpR3TxuhwVRhD","https://api.spotify.com/v1/audio-analysis/2iclfHORMqpR3TxuhwVRhD","278720","4"
"172","2iIg5LCp81QGEpnAFDT8V4","What A Girl Wants","Christina Aguilera","1","11/27/99","1","0.755","0.827","0","-6.803","1","0.114","0.0671","0","0.329","0.788","142.122","audio_features","spotify:track:2iIg5LCp81QGEpnAFDT8V4","https://api.spotify.com/v1/tracks/2iIg5LCp81QGEpnAFDT8V4","https://api.spotify.com/v1/audio-analysis/2iIg5LCp81QGEpnAFDT8V4","215867","4"
"173","2k6ahrUpg8CbeTjLocMQJ4","I Lost It","Kenny Chesney","34","10/21/00","0","0.584","0.429","3","-9.289","1","0.028","0.23","0","0.0708","0.348","138.884","audio_features","spotify:track:2k6ahrUpg8CbeTjLocMQJ4","https://api.spotify.com/v1/tracks/2k6ahrUpg8CbeTjLocMQJ4","https://api.spotify.com/v1/audio-analysis/2k6ahrUpg8CbeTjLocMQJ4","234160","4"
"174","2Lg4kvhOrPhpGEZmSe7VAN","(Hot S**t) Country Grammar","Nelly","7","4/29/00","1","0.872","0.673","2","-6.879","1","0.108","0.008","0","0.155","0.539","162.781","audio_features","spotify:track:2Lg4kvhOrPhpGEZmSe7VAN","https://api.spotify.com/v1/tracks/2Lg4kvhOrPhpGEZmSe7VAN","https://api.spotify.com/v1/audio-analysis/2Lg4kvhOrPhpGEZmSe7VAN","287000","4"
"175","2lnzGkdtDj5mtlcOW2yRtG","Whenever, Wherever","Shakira","6","10/27/01","1","0.793","0.832","1","-4.862","0","0.0406","0.236","0","0.202","0.878","107.661","audio_features","spotify:track:2lnzGkdtDj5mtlcOW2yRtG","https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG","https://api.spotify.com/v1/audio-analysis/2lnzGkdtDj5mtlcOW2yRtG","196160","4"
"176","2lVDc57IMK6nypg2iuEWVR","Tipsy","J-Kwon","2","1/17/04","1","0.925","0.748","11","-5.572","0","0.278","0.0484","0","0.101","0.61","92.978","audio_features","spotify:track:2lVDc57IMK6nypg2iuEWVR","https://api.spotify.com/v1/tracks/2lVDc57IMK6nypg2iuEWVR","https://api.spotify.com/v1/audio-analysis/2lVDc57IMK6nypg2iuEWVR","243027","4"
"177","2MMZ1Llts0rTaU834P2Xct","If I Fall You're Going Down With Me","Dixie Chicks, The","38","3/17/01","0","0.722","0.81","8","-7.463","1","0.0336","0.119","7.13e-06","0.377","0.565","123.272","audio_features","spotify:track:2MMZ1Llts0rTaU834P2Xct","https://api.spotify.com/v1/tracks/2MMZ1Llts0rTaU834P2Xct","https://api.spotify.com/v1/audio-analysis/2MMZ1Llts0rTaU834P2Xct","183200","4"
"178","2mp3sLUNQaJ025Lx5f4AAJ","Must Be Nice","Lyfe Jennings","40","5/28/05","0","0.446","0.401","1","-11.232","1","0.382","0.657","0","0.127","0.656","82.942","audio_features","spotify:track:2mp3sLUNQaJ025Lx5f4AAJ","https://api.spotify.com/v1/tracks/2mp3sLUNQaJ025Lx5f4AAJ","https://api.spotify.com/v1/audio-analysis/2mp3sLUNQaJ025Lx5f4AAJ","233440","4"
"179","2mpFm3f7QmdsVtSAIICEB7","Candy Shop","50 Cent","1","2/5/05","1","0.609","0.588","7","-7.992","1","0.481","0.0305","1e-04","0.369","0.788","128.763","audio_features","spotify:track:2mpFm3f7QmdsVtSAIICEB7","https://api.spotify.com/v1/tracks/2mpFm3f7QmdsVtSAIICEB7","https://api.spotify.com/v1/audio-analysis/2mpFm3f7QmdsVtSAIICEB7","208533","5"
"180","2Mpj1Ul5OFPyyP4wB62Rvi","Survivor","Destiny's Child","2","3/17/01","1","0.514","0.911","1","-2.027","0","0.41","0.0559","0","0.775","0.614","161.109","audio_features","spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi","https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi","https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi","254027","4"
"181","2NBQmPrOEEjA8VbeWOQGxO","Drop It Like It's Hot","Snoop Dogg","1","10/2/04","1","0.881","0.622","1","-4.149","1","0.215","0.187","0","0.103","0.645","91.989","audio_features","spotify:track:2NBQmPrOEEjA8VbeWOQGxO","https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO","https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO","266067","4"
"182","2nBY2iQvxOIXrdlJvg7ZPo","Uh Huh","B2K","37","1/5/02","0","0.855","0.681","2","-4.955","1","0.0688","0.0881","3.7e-06","0.0592","0.903","99.699","audio_features","spotify:track:2nBY2iQvxOIXrdlJvg7ZPo","https://api.spotify.com/v1/tracks/2nBY2iQvxOIXrdlJvg7ZPo","https://api.spotify.com/v1/audio-analysis/2nBY2iQvxOIXrdlJvg7ZPo","223293","4"
"183","2ndnVdR8si7CW9T8vJRHyW","Move Ya Body","Nina Sky","4","5/1/04","1","0.876","0.71","11","-6.446","0","0.0446","0.0234","2e-04","0.0573","0.829","121.072","audio_features","spotify:track:2ndnVdR8si7CW9T8vJRHyW","https://api.spotify.com/v1/tracks/2ndnVdR8si7CW9T8vJRHyW","https://api.spotify.com/v1/audio-analysis/2ndnVdR8si7CW9T8vJRHyW","232000","4"
"184","2pUnZcjdZNhRPh3Zlr2vFP","Bag Lady","Erykah Badu","6","8/19/00","1","0.649","0.479","5","-12.198","0","0.136","0.183","9e-04","0.113","0.684","168.695","audio_features","spotify:track:2pUnZcjdZNhRPh3Zlr2vFP","https://api.spotify.com/v1/tracks/2pUnZcjdZNhRPh3Zlr2vFP","https://api.spotify.com/v1/audio-analysis/2pUnZcjdZNhRPh3Zlr2vFP","245707","4"
"185","2QbcikdPIWOLA9Uumiis1X","You Sang To Me","Marc Anthony","2","2/26/00","1","0.61","0.902","0","-5.147","1","0.0726","0.128","0","0.165","0.741","92.965","audio_features","spotify:track:2QbcikdPIWOLA9Uumiis1X","https://api.spotify.com/v1/tracks/2QbcikdPIWOLA9Uumiis1X","https://api.spotify.com/v1/audio-analysis/2QbcikdPIWOLA9Uumiis1X","353707","4"
"186","2QsZVnbWVSjKMXK6K3uRBL","U Remind Me","Usher","1","6/16/01","1","0.657","0.629","6","-4.938","1","0.0782","0.194","0","0.254","0.718","93.985","audio_features","spotify:track:2QsZVnbWVSjKMXK6K3uRBL","https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL","https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL","266893","4"
"187","2rQyI7A1yTvTXJ9J4qFmmN","Mud On The Tires","Brad Paisley","30","12/4/04","0","0.448","0.824","2","-5.508","1","0.0478","0.294","0","0.662","0.462","185.217","audio_features","spotify:track:2rQyI7A1yTvTXJ9J4qFmmN","https://api.spotify.com/v1/tracks/2rQyI7A1yTvTXJ9J4qFmmN","https://api.spotify.com/v1/audio-analysis/2rQyI7A1yTvTXJ9J4qFmmN","206720","4"
"188","2RWxrpsFshOBFwRBRstUlQ","Check On It","Beyonce","1","11/19/05","1","0.705","0.796","7","-6.845","1","0.267","0.0708","0","0.388","0.86","166.042","audio_features","spotify:track:2RWxrpsFshOBFwRBRstUlQ","https://api.spotify.com/v1/tracks/2RWxrpsFshOBFwRBRstUlQ","https://api.spotify.com/v1/audio-analysis/2RWxrpsFshOBFwRBRstUlQ","210453","4"
"189","2SLZ2rX5773RS16mcqBxG7","Peaches & Cream","112","4","4/14/01","1","0.677","0.52","4","-6.255","0","0.334","0.0028","0","0.0532","0.776","203.862","audio_features","spotify:track:2SLZ2rX5773RS16mcqBxG7","https://api.spotify.com/v1/tracks/2SLZ2rX5773RS16mcqBxG7","https://api.spotify.com/v1/audio-analysis/2SLZ2rX5773RS16mcqBxG7","193093","4"
"190","2T8hXV9LUZMDBKR5RALGEa","Splash Waterfalls","Ludacris","6","1/3/04","1","0.711","0.843","5","-6.12","0","0.393","0.119","0","0.225","0.678","145.989","audio_features","spotify:track:2T8hXV9LUZMDBKR5RALGEa","https://api.spotify.com/v1/tracks/2T8hXV9LUZMDBKR5RALGEa","https://api.spotify.com/v1/audio-analysis/2T8hXV9LUZMDBKR5RALGEa","290760","4"
"191","2TfSHkHiFO4gRztVIkggkE","Sugar, We're Goin' Down","Fall Out Boy","8","7/2/05","1","0.499","0.824","7","-4.741","1","0.0794","0.009","0","0.163","0.692","161.977","audio_features","spotify:track:2TfSHkHiFO4gRztVIkggkE","https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE","https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE","229093","4"
"192","2tOZtdbkAMQASWokLvSlzj","Overnight Celebrity","Twista","6","3/27/04","1","0.828","0.792","10","-5.435","0","0.179","0.182","0","0.281","0.774","134.199","audio_features","spotify:track:2tOZtdbkAMQASWokLvSlzj","https://api.spotify.com/v1/tracks/2tOZtdbkAMQASWokLvSlzj","https://api.spotify.com/v1/audio-analysis/2tOZtdbkAMQASWokLvSlzj","233360","4"
"193","2tP7ZekzXfduShx8C6cbll","I'm Like A Bird","Nelly Furtado","9","3/3/01","1","0.616","0.633","10","-5.076","1","0.0383","0.147","1.48e-06","0.288","0.585","89.644","audio_features","spotify:track:2tP7ZekzXfduShx8C6cbll","https://api.spotify.com/v1/tracks/2tP7ZekzXfduShx8C6cbll","https://api.spotify.com/v1/audio-analysis/2tP7ZekzXfduShx8C6cbll","243160","4"
"194","2TZ1apxMDlubCGMsOxcTbT","Come Clean","Hilary Duff","35","2/28/04","0","0.575","0.913","8","-5.029","0","0.0745","0.0194","0","0.27","0.5","118.097","audio_features","spotify:track:2TZ1apxMDlubCGMsOxcTbT","https://api.spotify.com/v1/tracks/2TZ1apxMDlubCGMsOxcTbT","https://api.spotify.com/v1/audio-analysis/2TZ1apxMDlubCGMsOxcTbT","214560","4"
